nome_escola,A,B,C,D,E,F,total_exames,total_alunos,ANO,Latitude,Longitude,coordenadas,longUTM,LatUTM
EM Edson Lopes,72,0,0,43,6,0,130,141,2013,"-22,14321923","-51,3936022","-51.39360220147683, -22.143219229454",459412,7551268
EM Eluísa R. Rodrigues,166,27,13,10,56,0,272,277,2013,"-22,11928173","-51,3870863","-51.38708629701948, -22.11928173266724",460077,7553919
EM Emilio Becker,86,55,39,42,31,4,257,273,2013,"-22,12770858","-51,377025","-51.37702499766941, -22.12770857779658",461117,7552989
EM Ettore Marangoni,120,14,1,33,56,14,238,281,2013,"-22,05108147","-51,34593889","-51.34593888602856, -22.05108146789168",464304,7561478
EM Francisca A. Góes Brandão,102,25,8,71,43,2,251,263,2013,"-22,13354296","-51,39984915","-51.39984915164156, -22.13354295954356",458765,7552337
EM Giseli Dalefi,324,64,59,3,101,14,565,689,2013,"-22,12946427","-51,44598922","-51.44598922040981, -22.12946427152818",454006,7552775
EM Ivo Garrido,64,17,5,43,52,18,199,232,2013,"-22,10222191","-51,43296095","-51.43296095109594, -22.10222191202309",455341,7555794
EM João Bohac,139,8,6,13,51,2,219,258,2013,"-22,14261288","-51,38408509","-51.38408509342323, -22.14261287878046",460393,7551337
EM João Franco de Godoy,132,71,24,29,80,14,350,460,2013,"-22,11324649","-51,39544043","-51.39544042835509, -22.1132464852897",459214,7554585
EM João Sebastião Lisboa,92,24,16,60,48,14,254,251,2013,"-22,12213719","-51,39951685","-51.39951685164191, -22.12213719468566",458796,7553599
EM José Carlos João,199,4,0,89,93,0,385,413,2013,"-22,14243888","-51,39100198","-51.39100198417588, -22.14243887858406",459680,7551355
EM José Soares Marcondes,385,94,31,21,110,1,642,667,2013,"-22,11933127","-51,38298954","-51.38298954369755, -22.11933127012247",460500,7553914
EM Jovita Terin,148,10,20,11,20,0,209,267,2013,"-22,08693107","-51,38393579","-51.38393578993529, -22.08693107237039",460393,7557501
EM Juracy Menezes Peralta,47,23,82,96,82,24,354,395,2013,"-22,08627167","-51,39632847","-51.39632847068484, -22.0862716737455",459115,7557570
EM Karina Krasucki,396,6,17,45,44,3,514,566,2013,"-22,15950528","-51,45422221","-51.4542222130108, -22.1595052797793",453167,7549447
EM Krisan Martin,121,3,0,20,11,1,156,299,2013,"-22,12864525","-51,44684507","-51.44684507, -22.12864525",453917,7552866
EM Ludovica L. Rodrigues Pioneira,62,26,112,24,32,1,257,342,2013,"-22,13853535","-51,37437471","-51.37437471, -22.13853535",461394,7551791
EM Maria do Socorro B. Almeida,178,34,3,122,87,7,431,475,2013,"-22,11417447","-51,43143416","-51.43143416, -22.11417447",455502,7554472
EM Maria Edite T. Perrone,26,1,35,13,0,12,87,80,2013,"-22,15396427","-51,38158887","-51.38158887, -22.15396427",460654,7550081
EM Maria Haddad Haidamus,104,0,5,30,21,8,170,177,2013,"-22,11815423","-51,37419753","-51.37419753, -22.11815423",461406,7554047
EM Maria Isabel B. Negrão,20,1,11,70,29,5,136,159,2013,"-22,15900351","-51,45243652","-51.45243652, -22.15900351",453351,7549503
EM Nair Lebrão,89,0,0,58,15,0,170,168,2013,"-22,11241179","-51,4316003","-51.4316003, -22.11241179",455484,7554667
EM Nazarena Zamit,129,3,24,20,27,17,220,290,2013,"-22,13891023","-51,37550388","-51.37550388, -22.13891023",461277,7551749
EM Ocyr Azevedo,23,9,21,94,94,14,255,327,2013,"-22,10965964","-51,41226432","-51.41226432, -22.10965964",457478,7554977
EM Odette Duarte da Costa,195,30,49,32,15,9,330,400,2013,"-22,0768845","-51,36046337","-51.36046337, -22.0768845",462812,7558619
EM Pedro Furquim,147,41,113,109,39,2,451,475,2013,"-22,12320378","-51,37495963","-51.37495963, -22.12320378",461329,7553488
EM Rosana Negrão,155,22,11,44,25,7,264,291,2013,"-22,08331327","-51,43151345","-51.43151345, -22.08331327",455484,7557888
EM Rosy Odethy R. Brandão,146,24,11,53,33,11,278,293,2013,"-22,09506859","-51,40325912","-51.40325912, -22.09506859",458402,7556595
EM Rot. Antônio Zacarias - Rotariano,92,44,31,1,85,34,287,291,2013,"-22,12341692","-51,42356793","-51.423567928459306, -22.123416918139267",456316,7553451
EM Rui Carlos V. Berbet,145,51,51,13,58,26,344,417,2013,"-22,08600556","-51,38078723","-51.38078723, -22.08600556",460718,7557604
EM Valter Marques,40,2,3,8,12,1,66,235,2013,"-22,10436741","-51,38852207","-51.38852207264139, -22.10436741481833",459925,7555569
EM Vilma Álvares Gonçalves,174,31,83,14,33,29,364,441,2013,"-22,1485129","-51,37363456","-51.37363456, -22.1485129",461473,7550687
EM Vilma G. Martinez (Cedral),150,4,7,28,26,10,225,261,2013,"-22,1193264","-51,42795136","-51.42795136, -22.1193264",455863,7553903
EM Vovó Silvéria,101,2,9,16,22,2,157,162,2013,"-22,08917001","-51,41278468","-51.41278468, -22.08917001",457418,7557245
Creche Anita Ferreira B. de Oliveira,109,1,0,0,3,0,121,127,2014,"-22,12931948","-51,39093791","-51.3909379079446, -22.1293194767267",459683,7552807
Creche C. S. Vicente Palotti – Lar dos Meninos,180,0,1,15,8,0,211,237,2014,"-22,09893604","-51,42313062","-51.42313061703766, -22.098936040183247",456354,7556161
Creche Clotilde Veiga de Barros,171,4,0,14,16,0,205,199,2014,"-22,10980342","-51,39429739","-51.3942973891786, -22.1098034221683",459331,7554966
Creche Meimei,100,1,0,0,6,0,110,134,2014,"-22,12970947","-51,41285799","-51.4128579891779, -22.129709471891232",457423,7552758
Creche UNESP,29,0,0,1,2,0,32,50,2014,"-22,11886076","-51,4092135","-51.409213504521, -22.1188607558322",457795,7553959
Creche Walter Figueiredo,114,0,0,15,4,0,133,125,2014,"-22,10895326","-51,38626791","-51.3862679124659, -22.1089532609603",460159,7555062
EE Anna Antônio,98,45,46,139,57,8,393,457,2014,"-22,0910867","-51,38581814","-51.3858181413021, -22.0910867030776",460200,7557040
EE Antônio Fioravante de Menezes,79,58,8,52,76,13,286,412,2014,"-22,12970947","-51,3827848","-51.3827848045204, -22.1297094718912",460524,7552766
EE Arlindo Fantini,63,54,58,129,115,8,427,568,2014,"-22,10912648","-51,41076015","-51.41076014685, -22.1091264813455",457633,7555037
EE Celestina M. Teixeira,90,45,14,28,18,6,201,227,2014,"-21,95928647","-51,30795348","-51.30795347820825, -21.95928646996887",468203,7571647
EE Clotilde Veiga de Barros,365,280,77,53,185,0,960,922,2014,"-22,14705769","-51,38574058","-51.3857405756843, -22.1470576858688",460224,7550845
EE Fátima Ap. Costa Falcon,277,74,12,52,28,0,443,492,2014,"-22,11761457","-51,43414793","-51.43414793335647, -22.11761457194364",455223,7554090
EE Fernando Costa,532,171,39,16,380,29,1167,1160,2014,"-22,12019229","-51,3873924","-51.3873923952734, -22.1201922926299",460046,7553818
EE Florivaldo Leal,184,125,4,71,45,20,449,568,2014,"-22,12919703","-51,39326659","-51.3932665939704, -22.1291970251408",459443,7552820
EE Francisco Pessoa,416,105,35,126,95,15,792,871,2014,"-22,15301289","-51,45192393","-51.4519239278068, -22.1530128905198",453401,7550167
EE Hugo Miele,277,176,60,113,72,9,707,720,2014,"-22,11208739","-51,39147965","-51.39147965164236, -22.11208738847396",459622,7554714
EE João Alfredo da Silva (Eneida),31,7,0,45,10,0,93,99,2014,"-21,91387708","-51,30195046","-51.30195046100961, -21.91387708270785",468813,7576674
EE Joel Antônio de Lima Genésio,169,41,6,69,21,1,307,317,2014,"-22,11444383","-51,42615186","-51.42615185849335, -22.11444383299049",456047,7554444
EE José Foz,215,105,2,88,53,20,483,594,2014,"-22,12208117","-51,37673732","-51.37673732041002, -22.12208117264124",461146,7553612
EE Maria Luiza Bastos,260,66,0,64,17,2,409,536,2014,"-22,13214161","-51,40524606","-51.40524605903943, -22.13214160526277",458208,7552491
EE Maria Luiza Formozinho Ribeiro,260,168,89,202,67,14,800,840,2014,"-22,12205514","-51,39966794","-51.39966793575265, -22.12205514355007",458781,7553609
EE Marieta Ferraz de Assunção,214,129,25,44,46,7,465,530,2014,"-22,13826568","-51,38899915","-51.38899915479362, -22.13826568169748",459886,7551817
EE Marrey Junior,10,25,104,10,103,21,273,260,2014,"-22,10681416","-51,39622964","-51.39622963760267, -22.10681415866147",459131,7555296
EE Miguel Omar Bareto,350,90,14,15,39,0,508,602,2014,"-22,13297741","-51,437803","-51.43780300136813, -22.13297740614673",454851,7552389
EE Mirella P. Desidere,333,87,51,276,85,16,848,909,2014,"-22,1103463","-51,4287836","-51.42878359712329, -22.11034630426748",455774,7554896
EE Monsenhor Sarrion,445,145,96,147,133,6,972,1137,2014,"-22,13369718","-51,39093009","-51.39093008972468, -22.13369717779597",459685,7552322
EE Pedro Tofano –Montalvão,119,64,12,33,93,7,328,234,2014,"-22,0511197","-51,34701711","-51.34701710876899, -22.0511197037584",464193,7561474
EE Placídio Braga Nogueira,114,55,49,4,8,26,256,259,2014,"-22,13864919","-51,37491486","-51.37491485903934, -22.13864918512999",461338,7551778
EE Tannel Abud,139,161,76,109,85,32,602,718,2014,"-22,11460143","-51,37609601","-51.37609600506788, -22.11460142859055",461210,7554440
EE Teófilo G. Santa Cruz (H.Salv),55,52,41,60,34,22,264,424,2014,"-22,0839433","-51,39647036","-51.3964703627401, -22.08394330419608",459099,7557828
EM Alayde T. F. Motta,120,94,48,59,29,17,367,357,2014,"-22,14473417","-51,38256092","-51.38256091616356, -22.14473416973062",460551,7551103
EM Alberto Bernardes Sotelo,75,15,14,12,26,2,144,159,2014,"-22,13978827","-51,35372317","-51.35372316886564, -22.13978827470154",463524,7551657
EM Antonio Moreira Lima,235,32,7,15,90,0,379,453,2014,"-22,16016961","-51,45548561","-51.45548561137047, -22.16016960807991",453037,7549373
EM Aparecida Alves,145,11,3,1,27,0,187,222,2014,"-22,14361969","-51,39497096","-51.39497095849231, -22.14361969237946",459271,7551223
EM Aziz Felipe,105,10,20,53,19,2,209,346,2014,"-22,13422737","-51,3772764","-51.3772763958197, -22.13422737453585",461093,7552267
EM Carlo Ceriani,202,17,48,0,5,2,274,320,2014,"-22,09104298","-51,40282719","-51.40282718863248, -22.09104297945366",458446,7557040
EM Carlos A. A. Campos (Eneida),38,5,0,22,14,0,79,47,2014,"-21,91682868","-51,3019639","-51.30196390452799, -21.91682867862754",468812,7576348
EM Carlos Braga (Ameliópolis),31,3,3,10,6,0,53,35,2014,"-21,80226704","-51,29735029","-51.29735028788697, -21.80226703609472",469264,7589029
EM Carlos Castilho Cabral,98,41,20,46,52,6,263,263,2014,"-22,09901054","-51,39297155","-51.39297155109593, -22.09901054208509",459465,7556161
EM Carmem Pereira Delfim,113,54,12,4,88,15,286,295,2014,"-22,13491679","-51,38146344","-51.38146344184742, -22.13491678924642",460662,7552190
EM Catarina Martins Artero,50,28,8,50,52,6,194,164,2014,"-22,1101911","-51,38068432","-51.38068432225982, -22.11019110237303",460735,7554927
EM Dirce Mascarenhas,94,0,0,14,13,0,121,123,2014,"-22,09996723","-51,43427062","-51.43427062226029, -22.09996722788279",455205,7556044
EM Ditão,130,7,0,152,126,0,415,421,2014,"-22,10844038","-51,43157964","-51.43157963945204, -22.10844038037896",455485,7555107
EM Domingos F. de Medeiros,94,74,27,5,21,3,224,222,2014,"-22,1050689","-51,3892446","-51.38924460397457, -22.10506889832062",459851,7555491
EM Ederle Marangoni Dias,297,4,0,14,27,0,343,367,2014,"-22,10983998","-51,41971103","-51.41971103335685, -22.10983998169054",456710,7554955
EM Edna Carnelós Barbosa,97,0,1,18,5,0,128,121,2014,"-22,13865497","-51,38462796","-51.3846279645877, -22.13865497431422",460336,7551775
EM Edson Lopes,75,0,0,37,10,0,127,133,2014,"-22,14321923","-51,3936022","-51.39360220147683, -22.143219229454",459412,7551268
EM Eluísa R. Rodrigues,151,25,4,5,48,4,237,251,2014,"-22,11928173","-51,3870863","-51.38708629701948, -22.11928173266724",460077,7553919
EM Emilio Becker,115,53,26,26,23,1,244,246,2014,"-22,12770858","-51,377025","-51.37702499766941, -22.12770857779658",461117,7552989
EM Ettore Marangoni,65,0,0,0,6,0,71,272,2014,"-22,05108147","-51,34593889","-51.34593888602856, -22.05108146789168",464304,7561478
EM Eunice Menezes Educadora,88,0,3,4,13,1,109,112,2014,"-22,15015315","-51,37874701","-51.37874701301126, -22.15015314648558",460946,7550504
EM Francisca A. Góes Brandão,86,35,15,62,49,3,250,246,2014,"-22,13354296","-51,39984915","-51.39984915164156, -22.13354295954356",458765,7552337
EM Giseli Dalefi,312,98,42,10,136,14,612,670,2014,"-22,12946427","-51,44598922","-51.44598922040981, -22.12946427152818",454006,7552775
EM Ivo Garrido,70,19,2,45,33,14,183,205,2014,"-22,10222191","-51,43296095","-51.43296095109594, -22.10222191202309",455341,7555794
EM João Bohac,161,2,2,3,43,1,212,239,2014,"-22,14261288","-51,38408509","-51.38408509342323, -22.14261287878046",460393,7551337
EM João Franco de Godoy,124,100,34,36,47,9,350,349,2014,"-22,11324649","-51,39544043","-51.39544042835509, -22.1132464852897",459214,7554585
EM João Sebastião Lisboa,75,40,13,76,45,4,253,255,2014,"-22,12213719","-51,39951685","-51.39951685164191, -22.12213719468566",458796,7553599
EM José Carlos João,158,4,0,103,83,13,361,451,2014,"-22,14243888","-51,39100198","-51.39100198417588, -22.14243887858406",459680,7551355
EM José Soares Marcondes,320,107,36,84,149,0,696,699,2014,"-22,11933127","-51,38298954","-51.38298954369755, -22.11933127012247",460500,7553914
EM Jovita Terin,175,8,14,11,37,4,249,257,2014,"-22,08693107","-51,38393579","-51.38393578993529, -22.08693107237039",460393,7557501
EM Juracy Menezes Peralta,65,20,48,70,69,24,296,348,2014,"-22,08627167","-51,39632847","-51.39632847068484, -22.0862716737455",459115,7557570
EM Karina Krasucki,419,4,3,7,34,4,471,501,2014,"-22,15950528","-51,45422221","-51.4542222130108, -22.1595052797793",453167,7549447
EM Krisan Martin,133,2,2,10,13,1,161,166,2014,"-22,12864525","-51,44684507","-51.44684507, -22.12864525",453917,7552866
EM Ludovica L. Rodrigues Pioneira,149,37,51,42,18,2,299,367,2014,"-22,13853535","-51,37437471","-51.37437471, -22.13853535",461394,7551791
EM Maria do Socorro B. Almeida,263,17,10,87,58,4,439,440,2014,"-22,11417447","-51,43143416","-51.43143416, -22.11417447",455502,7554472
EM Maria Edite T. Perrone,21,2,3,12,5,0,48,60,2014,"-22,15396427","-51,38158887","-51.38158887, -22.15396427",460654,7550081
EM Maria Haddad Haidamus,97,4,1,44,25,0,175,188,2014,"-22,11815423","-51,37419753","-51.37419753, -22.11815423",461406,7554047
EM Maria Isabel B. Negrão,134,10,22,43,55,20,284,310,2014,"-22,15900351","-51,45243652","-51.45243652, -22.15900351",453351,7549503
EM Nair Lebrão,112,0,0,6,11,0,132,155,2014,"-22,11241179","-51,4316003","-51.4316003, -22.11241179",455484,7554667
EM Nazarena Zamit,135,10,26,26,16,1,214,282,2014,"-22,13891023","-51,37550388","-51.37550388, -22.13891023",461277,7551749
EM Ocyr Azevedo,75,15,30,51,114,12,297,302,2014,"-22,10965964","-51,41226432","-51.41226432, -22.10965964",457478,7554977
EM Odette Duarte da Costa,211,35,13,9,47,11,326,416,2014,"-22,0768845","-51,36046337","-51.36046337, -22.0768845",462812,7558619
EM Pedro Furquim,133,81,66,105,34,0,419,419,2014,"-22,12320378","-51,37495963","-51.37495963, -22.12320378",461329,7553488
EM Rosana Negrão,213,18,6,40,43,0,320,301,2014,"-22,08331327","-51,43151345","-51.43151345, -22.08331327",455484,7557888
EM Rosy Odethy R. Brandão,162,24,4,60,39,5,294,291,2014,"-22,09506859","-51,40325912","-51.40325912, -22.09506859",458402,7556595
EM Rot. Antônio Zacarias - Rotariano,80,65,54,49,30,1,279,277,2014,"-22,12341692","-51,42356793","-51.423567928459306, -22.123416918139267",456316,7553451
EM Rui Carlos V. Berbet,178,55,44,45,86,26,434,428,2014,"-22,08600556","-51,38078723","-51.38078723, -22.08600556",460718,7557604
EM Valter Marques,208,3,0,48,23,0,282,295,2014,"-22,10436741","-51,38852207","-51.38852207264139, -22.10436741481833",459925,7555569
EM Vilma Álvares Gonçalves,116,97,79,11,10,21,334,332,2014,"-22,1485129","-51,37363456","-51.37363456, -22.1485129",461473,7550687
EM Vilma G. Martinez (Cedral),135,5,1,48,27,4,220,238,2014,"-22,1193264","-51,42795136","-51.42795136, -22.1193264",455863,7553903
EM Vovó Silvéria,127,5,9,8,16,0,166,165,2014,"-22,08917001","-51,41278468","-51.41278468, -22.08917001",457418,7557245
Creche Anita Ferreira B. de Oliveira,114,2,0,0,5,0,123,133,2015,"-22,12931948","-51,39093791","-51.3909379079446, -22.1293194767267",459683,7552807
Creche C. S. Vicente Palotti – Lar dos Meninos,122,0,0,62,21,0,208,221,2015,"-22,09893604","-51,42313062","-51.42313061703766, -22.098936040183247",456354,7556161
Creche Clotilde Veiga de Barros,157,2,3,39,20,1,230,202,2015,"-22,10980342","-51,39429739","-51.3942973891786, -22.1098034221683",459331,7554966
Creche Meimei,97,0,0,0,0,0,99,127,2015,"-22,12970947","-51,41285799","-51.4128579891779, -22.129709471891232",457423,7552758
Creche UNESP,29,2,0,7,0,0,40,50,2015,"-22,11886076","-51,4092135","-51.409213504521, -22.1188607558322",457795,7553959
Creche Walter Figueiredo,97,1,1,18,6,0,135,137,2015,"-22,10895326","-51,38626791","-51.3862679124659, -22.1089532609603",460159,7555062
EE Anna Antônio,169,48,55,0,18,3,293,464,2015,"-22,0910867","-51,38581814","-51.3858181413021, -22.0910867030776",460200,7557040
EE Antônio Fioravante de Menezes,67,76,12,64,78,9,306,381,2015,"-22,12970947","-51,3827848","-51.3827848045204, -22.1297094718912",460524,7552766
EE Arlindo Fantini,41,44,26,236,123,2,472,517,2015,"-22,10912648","-51,41076015","-51.41076014685, -22.1091264813455",457633,7555037
EE Celestina M. Teixeira,40,11,7,106,28,5,197,227,2015,"-21,95928647","-51,30795348","-51.30795347820825, -21.95928646996887",468203,7571647
EE Clotilde Veiga de Barros,363,217,64,9,163,5,821,823,2015,"-22,14705769","-51,38574058","-51.3857405756843, -22.1470576858688",460224,7550845
EE Fátima Ap. Costa Falcon,120,87,12,44,46,1,310,430,2015,"-22,11761457","-51,43414793","-51.43414793335647, -22.11761457194364",455223,7554090
EE Fernando Costa,466,248,128,39,116,28,1025,1129,2015,"-22,12019229","-51,3873924","-51.3873923952734, -22.1201922926299",460046,7553818
EE Florivaldo Leal,167,168,40,115,49,16,555,618,2015,"-22,12919703","-51,39326659","-51.3932665939704, -22.1291970251408",459443,7552820
EE Francisco Pessoa,268,133,39,87,44,22,593,639,2015,"-22,15301289","-51,45192393","-51.4519239278068, -22.1530128905198",453401,7550167
EE Hugo Miele,293,115,23,142,88,6,667,677,2015,"-22,11208739","-51,39147965","-51.39147965164236, -22.11208738847396",459622,7554714
EE João Alfredo da Silva (Eneida),16,4,1,50,5,0,76,131,2015,"-21,91387708","-51,30195046","-51.30195046100961, -21.91387708270785",468813,7576674
EE Joel Antônio de Lima Genésio,129,43,12,101,29,3,317,312,2015,"-22,11444383","-51,42615186","-51.42615185849335, -22.11444383299049",456047,7554444
EE José Foz,351,54,4,27,51,5,492,523,2015,"-22,12208117","-51,37673732","-51.37673732041002, -22.12208117264124",461146,7553612
EE Maria Luiza Bastos,203,30,0,14,12,1,260,278,2015,"-22,13214161","-51,40524606","-51.40524605903943, -22.13214160526277",458208,7552491
EE Maria Luiza Formozinho Ribeiro,245,134,97,188,46,12,722,768,2015,"-22,12205514","-51,39966794","-51.39966793575265, -22.12205514355007",458781,7553609
EE Marieta Ferraz de Assunção,159,112,18,43,88,3,423,471,2015,"-22,13826568","-51,38899915","-51.38899915479362, -22.13826568169748",459886,7551817
EE Marrey Junior,9,31,78,21,107,6,252,247,2015,"-22,10681416","-51,39622964","-51.39622963760267, -22.10681415866147",459131,7555296
EE Miguel Omar Bareto,346,77,11,26,33,0,493,572,2015,"-22,13297741","-51,437803","-51.43780300136813, -22.13297740614673",454851,7552389
EE Mirella P. Desidere,299,192,54,215,77,17,854,898,2015,"-22,1103463","-51,4287836","-51.42878359712329, -22.11034630426748",455774,7554896
EE Monsenhor Sarrion,578,192,30,143,99,7,1049,1073,2015,"-22,13369718","-51,39093009","-51.39093008972468, -22.13369717779597",459685,7552322
EE Pedro Tofano –Montalvão,59,35,10,28,39,4,175,352,2015,"-22,0511197","-51,34701711","-51.34701710876899, -22.0511197037584",464193,7561474
EE Placídio Braga Nogueira,118,35,57,42,11,18,286,249,2015,"-22,13864919","-51,37491486","-51.37491485903934, -22.13864918512999",461338,7551778
EE Tannel Abud,149,120,64,95,45,36,509,633,2015,"-22,11460143","-51,37609601","-51.37609600506788, -22.11460142859055",461210,7554440
EE Teófilo G. Santa Cruz (H.Salv),62,36,25,86,41,0,250,401,2015,"-22,0839433","-51,39647036","-51.3964703627401, -22.08394330419608",459099,7557828
EM Alayde T. F. Motta,126,62,22,49,81,7,347,358,2015,"-22,14473417","-51,38256092","-51.38256091616356, -22.14473416973062",460551,7551103
EM Alberto Bernardes Sotelo,35,0,4,59,40,3,141,158,2015,"-22,13978827","-51,35372317","-51.35372316886564, -22.13978827470154",463524,7551657
EM Antonio Moreira Lima,271,30,6,23,76,0,406,432,2015,"-22,16016961","-51,45548561","-51.45548561137047, -22.16016960807991",453037,7549373
EM Aparecida Alves,174,8,4,8,31,0,223,213,2015,"-22,14361969","-51,39497096","-51.39497095849231, -22.14361969237946",459271,7551223
EM Aziz Felipe,177,5,36,12,38,1,275,316,2015,"-22,13422737","-51,3772764","-51.3772763958197, -22.13422737453585",461093,7552267
EM Benedita de Pádua Martins (Vó Dita),46,0,0,27,9,3,94,120,2015,"-22,09211286","-51,41869032","-51.41869032226062, -22.09211286296959",456810,7556918
EM Carla Simone da Silva Alves,72,0,6,5,2,1,87,85,2015,"-22,15147718","-51,45831302","-51.45831302410803, -22.15147718426324",452742,7550335
EM Carlo Ceriani,200,15,51,8,12,1,300,350,2015,"-22,09104298","-51,40282719","-51.40282718863248, -22.09104297945366",458446,7557040
EM Carlos A. A. Campos (Eneida),38,4,3,34,7,0,87,42,2015,"-21,91682868","-51,3019639","-51.30196390452799, -21.91682867862754",468812,7576348
EM Carlos Braga (Ameliópolis),19,3,1,22,8,1,57,59,2015,"-21,80226704","-51,29735029","-51.29735028788697, -21.80226703609472",469264,7589029
EM Carlos Castilho Cabral,146,74,24,0,72,0,316,319,2015,"-22,09901054","-51,39297155","-51.39297155109593, -22.09901054208509",459465,7556161
EM Carmem Pereira Delfim,101,47,27,5,94,19,293,284,2015,"-22,13491679","-51,38146344","-51.38146344184742, -22.13491678924642",460662,7552190
EM Catarina Martins Artero,57,43,16,54,25,0,195,193,2015,"-22,1101911","-51,38068432","-51.38068432225982, -22.11019110237303",460735,7554927
EM Dirce Mascarenhas,140,1,0,0,8,1,150,141,2015,"-22,09996723","-51,43427062","-51.43427062226029, -22.09996722788279",455205,7556044
EM Ditão,141,8,0,146,103,0,398,400,2015,"-22,10844038","-51,43157964","-51.43157963945204, -22.10844038037896",455485,7555107
EM Domingos F. de Medeiros,94,89,19,0,66,0,268,274,2015,"-22,1050689","-51,3892446","-51.38924460397457, -22.10506889832062",459851,7555491
EM Ederle Marangoni Dias,207,1,0,31,25,0,271,349,2015,"-22,10983998","-51,41971103","-51.41971103335685, -22.10983998169054",456710,7554955
EM Edna Carnelós Barbosa,55,1,0,66,19,0,148,172,2015,"-22,13865497","-51,38462796","-51.3846279645877, -22.13865497431422",460336,7551775
EM Edson Lopes,69,0,1,29,13,0,120,140,2015,"-22,14321923","-51,3936022","-51.39360220147683, -22.143219229454",459412,7551268
EM Eluísa R. Rodrigues,163,10,22,6,42,7,250,237,2015,"-22,11928173","-51,3870863","-51.38708629701948, -22.11928173266724",460077,7553919
EM Emilio Becker,128,55,25,18,29,7,262,259,2015,"-22,12770858","-51,377025","-51.37702499766941, -22.12770857779658",461117,7552989
EM Erika Portella Rodrigues,63,0,1,14,4,1,87,89,2015,"-22,13345791","-51,36547984","-51.36547983814849, -22.13345791005808",462310,7552355
EM Ettore Marangoni,153,23,7,3,61,1,251,282,2015,"-22,05108147","-51,34593889","-51.34593888602856, -22.05108146789168",464304,7561478
EM Eunice Menezes Educadora,116,2,1,2,13,0,134,144,2015,"-22,15015315","-51,37874701","-51.37874701301126, -22.15015314648558",460946,7550504
EM Francisca A. Góes Brandão,92,11,45,59,54,5,266,274,2015,"-22,13354296","-51,39984915","-51.39984915164156, -22.13354295954356",458765,7552337
EM Giseli Dalefi,265,92,65,40,139,14,615,658,2015,"-22,12946427","-51,44598922","-51.44598922040981, -22.12946427152818",454006,7552775
EM Ivo Garrido,57,15,0,51,53,8,184,226,2015,"-22,10222191","-51,43296095","-51.43296095109594, -22.10222191202309",455341,7555794
EM João Bohac,142,16,5,4,32,1,200,216,2015,"-22,14261288","-51,38408509","-51.38408509342323, -22.14261287878046",460393,7551337
EM João Franco de Godoy,169,75,27,23,83,15,392,411,2015,"-22,11324649","-51,39544043","-51.39544042835509, -22.1132464852897",459214,7554585
EM João Sebastião Lisboa,148,47,47,39,13,1,295,294,2015,"-22,12213719","-51,39951685","-51.39951685164191, -22.12213719468566",458796,7553599
EM José Carlos João,232,46,0,48,56,3,385,443,2015,"-22,14243888","-51,39100198","-51.39100198417588, -22.14243887858406",459680,7551355
EM José Soares Marcondes,184,72,34,175,169,22,656,677,2015,"-22,11933127","-51,38298954","-51.38298954369755, -22.11933127012247",460500,7553914
EM Jovita Terin,316,9,18,1,12,2,358,328,2015,"-22,08693107","-51,38393579","-51.38393578993529, -22.08693107237039",460393,7557501
EM Juracy Menezes Peralta,71,20,59,103,90,20,363,400,2015,"-22,08627167","-51,39632847","-51.39632847068484, -22.0862716737455",459115,7557570
EM Karina Krasucki,481,4,5,22,21,1,534,479,2015,"-22,15950528","-51,45422221","-51.4542222130108, -22.1595052797793",453167,7549447
EM Krisan Martin,161,1,0,1,4,0,167,133,2015,"-22,12864525","-51,44684507","-51.44684507, -22.12864525",453917,7552866
EM Ludovica L. Rodrigues Pioneira,118,35,66,25,49,13,306,390,2015,"-22,13853535","-51,37437471","-51.37437471, -22.13853535",461394,7551791
EM Maria do Socorro B. Almeida,194,16,12,168,83,9,482,474,2015,"-22,11417447","-51,43143416","-51.43143416, -22.11417447",455502,7554472
EM Maria Edite T. Perrone,52,2,7,1,2,0,65,67,2015,"-22,15396427","-51,38158887","-51.38158887, -22.15396427",460654,7550081
EM Maria Haddad Haidamus,104,2,2,42,11,4,165,175,2015,"-22,11815423","-51,37419753","-51.37419753, -22.11815423",461406,7554047
EM Maria Isabel B. Negrão,157,18,17,93,95,22,402,409,2015,"-22,15900351","-51,45243652","-51.45243652, -22.15900351",453351,7549503
EM Maria Regina Dal Pogetto,71,0,0,0,3,0,81,132,2015,"-22,13362376","-51,42733621","-51.42733621, -22.13362376",455931,7552320
EM Nair Lebrão,116,0,0,6,3,0,128,163,2015,"-22,11241179","-51,4316003","-51.4316003, -22.11241179",455484,7554667
EM Nazarena Zamit,128,3,28,20,23,10,229,175,2015,"-22,13891023","-51,37550388","-51.37550388, -22.13891023",461277,7551749
EM Ocyr Azevedo,60,16,20,85,140,5,326,325,2015,"-22,10965964","-51,41226432","-51.41226432, -22.10965964",457478,7554977
EM Odette Duarte da Costa,178,63,30,7,64,19,364,425,2015,"-22,0768845","-51,36046337","-51.36046337, -22.0768845",462812,7558619
EM Pedro Furquim,128,88,72,114,57,0,459,467,2015,"-22,12320378","-51,37495963","-51.37495963, -22.12320378",461329,7553488
EM Rosana Negrão,112,14,8,114,47,2,297,299,2015,"-22,08331327","-51,43151345","-51.43151345, -22.08331327",455484,7557888
EM Rosy Odethy R. Brandão,140,24,4,90,47,11,316,310,2015,"-22,09506859","-51,40325912","-51.40325912, -22.09506859",458402,7556595
