nome_escola,A,B,C,D,E,F,total_exames,total_alunos,ANO,Latitude,Longitude,coordenadas,longUTM,LatUTM
EM Rot. Antônio Zacarias - Rotariano,88,32,76,51,44,2,293,307,2015,"-22,12341692","-51,42356793","-51.423567928459306, -22.123416918139267",456316,7553451
EM Rui Carlos V. Berbet,285,66,39,50,68,28,536,516,2015,"-22,08600556","-51,38078723","-51.38078723, -22.08600556",460718,7557604
EM Valter Marques,185,6,11,24,40,3,276,268,2015,"-22,10436741","-51,38852207","-51.38852207264139, -22.10436741481833",459925,7555569
EM Vilma Álvares Gonçalves,120,199,61,8,7,9,404,319,2015,"-22,1485129","-51,37363456","-51.37363456, -22.1485129",461473,7550687
EM Vilma G. Martinez (Cedral),141,4,0,73,31,2,251,261,2015,"-22,1193264","-51,42795136","-51.42795136, -22.1193264",455863,7553903
EM Vovó Silvéria,160,6,0,2,23,0,191,179,2015,"-22,08917001","-51,41278468","-51.41278468, -22.08917001",457418,7557245
Creche Anita Ferreira B. de Oliveira,125,3,1,0,4,0,136,145,2016,"-22,12931948","-51,39093791","-51.3909379079446, -22.1293194767267",459683,7552807
Creche C. S. Vicente Palotti – Lar dos Meninos,134,1,0,2,23,5,186,233,2016,"-22,09893604","-51,42313062","-51.42313061703766, -22.098936040183247",456354,7556161
Creche Clotilde Veiga de Barros,181,1,1,5,9,11,222,214,2016,"-22,10980342","-51,39429739","-51.3942973891786, -22.1098034221683",459331,7554966
Creche Meimei,98,0,0,0,0,1,104,129,2016,"-22,12970947","-51,41285799","-51.4128579891779, -22.129709471891232",457423,7552758
Creche UNESP,24,0,0,0,0,0,27,50,2016,"-22,11886076","-51,4092135","-51.409213504521, -22.1188607558322",457795,7553959
Creche Walter Figueiredo,152,0,0,1,5,0,174,129,2016,"-22,10895326","-51,38626791","-51.3862679124659, -22.1089532609603",460159,7555062
EE Anna Antônio,150,143,143,34,49,53,572,553,2016,"-22,0910867","-51,38581814","-51.3858181413021, -22.0910867030776",460200,7557040
EE Antônio Fioravante de Menezes,96,71,3,53,68,20,311,389,2016,"-22,12970947","-51,3827848","-51.3827848045204, -22.1297094718912",460524,7552766
EE Arlindo Fantini,80,61,60,108,74,37,420,531,2016,"-22,10912648","-51,41076015","-51.41076014685, -22.1091264813455",457633,7555037
EE Celestina M. Teixeira,69,19,56,2,9,5,160,222,2016,"-21,95928647","-51,30795348","-51.30795347820825, -21.95928646996887",468203,7571647
EE Clotilde Veiga de Barros,451,160,5,8,125,38,787,766,2016,"-22,14705769","-51,38574058","-51.3857405756843, -22.1470576858688",460224,7550845
EE Fátima Ap. Costa Falcon,124,63,24,13,10,4,238,363,2016,"-22,11761457","-51,43414793","-51.43414793335647, -22.11761457194364",455223,7554090
EE Fernando Costa,564,270,103,30,42,60,1069,1165,2016,"-22,12019229","-51,3873924","-51.3873923952734, -22.1201922926299",460046,7553818
EE Florivaldo Leal,160,157,44,4,17,38,420,471,2016,"-22,12919703","-51,39326659","-51.3932665939704, -22.1291970251408",459443,7552820
EE Francisco Pessoa,380,69,44,13,23,19,548,559,2016,"-22,15301289","-51,45192393","-51.4519239278068, -22.1530128905198",453401,7550167
EE Hugo Miele,418,170,47,2,60,23,720,717,2016,"-22,11208739","-51,39147965","-51.39147965164236, -22.11208738847396",459622,7554714
EE João Alfredo da Silva,44,10,8,1,3,5,71,76,2016,"-21,91375764","-51,30116726","-51.30116725719787, -21.91375763913237",468894,7576688
EE Joel Antônio de Lima Genésio,255,44,23,6,22,11,361,347,2016,"-22,11444383","-51,42615186","-51.42615185849335, -22.11444383299049",456047,7554444
EE José Foz,161,65,63,3,31,39,362,559,2016,"-22,12208117","-51,37673732","-51.37673732041002, -22.12208117264124",461146,7553612
EE Maria Luiza Bastos,191,26,1,2,7,9,236,277,2016,"-22,13214161","-51,40524606","-51.40524605903943, -22.13214160526277",458208,7552491
EE Maria Luiza Formozinho Ribeiro,445,151,105,3,32,26,762,769,2016,"-22,12205514","-51,39966794","-51.39966793575265, -22.12205514355007",458781,7553609
EE Marieta Ferraz de Assunção,177,71,44,35,59,13,399,445,2016,"-22,13826568","-51,38899915","-51.38899915479362, -22.13826568169748",459886,7551817
EE Marrey Junior,112,68,16,6,33,28,263,254,2016,"-22,10681416","-51,39622964","-51.39622963760267, -22.10681415866147",459131,7555296
EE Miguel Omar Bareto,448,77,7,4,17,10,563,618,2016,"-22,13297741","-51,437803","-51.43780300136813, -22.13297740614673",454851,7552389
EE Mirella P. Desidere,384,246,115,4,44,53,846,872,2016,"-22,1103463","-51,4287836","-51.42878359712329, -22.11034630426748",455774,7554896
EE Monsenhor Sarrion,566,193,57,65,79,18,978,998,2016,"-22,13369718","-51,39093009","-51.39093008972468, -22.13369717779597",459685,7552322
EE Oracy Matricardi (Ana Jacinta),207,14,10,2,20,16,269,273,2016,"-22,15246176","-51,45058365","-51.45058365109404, -22.15246176333975",453539,7550228
EE Pedro Tofano –Montalvão,88,45,22,0,19,19,193,230,2016,"-22,0511197","-51,34701711","-51.34701710876899, -22.0511197037584",464193,7561474
EE Placídio Braga Nogueira,121,38,52,17,8,20,268,299,2016,"-22,13864919","-51,37491486","-51.37491485903934, -22.13864918512999",461338,7551778
EE Tannel Abud,196,146,130,2,35,54,563,601,2016,"-22,11460143","-51,37609601","-51.37609600506788, -22.11460142859055",461210,7554440
EE Teófilo G. Santa Cruz (H.Salv),116,58,39,2,0,27,242,427,2016,"-22,0839433","-51,39647036","-51.3964703627401, -22.08394330419608",459099,7557828
EM Alayde T. F. Motta,125,60,18,1,14,58,276,305,2016,"-22,14473417","-51,38256092","-51.38256091616356, -22.14473416973062",460551,7551103
EM Alberto Bernardes Sotelo,82,8,32,0,6,6,135,154,2016,"-22,13978827","-51,35372317","-51.35372316886564, -22.13978827470154",463524,7551657
EM Antonio Moreira Lima,256,23,9,4,26,40,358,376,2016,"-22,16016961","-51,45548561","-51.45548561137047, -22.16016960807991",453037,7549373
EM Aparecida Alves,189,4,6,0,14,2,215,231,2016,"-22,14361969","-51,39497096","-51.39497095849231, -22.14361969237946",459271,7551223
EM Aziz Felipe,206,2,32,18,21,26,305,403,2016,"-22,13422737","-51,3772764","-51.3772763958197, -22.13422737453585",461093,7552267
EM Benedita de Pádua Martins (Vó Dita),71,0,3,1,1,0,85,120,2016,"-22,09211286","-51,41869032","-51.41869032226062, -22.09211286296959",456810,7556918
EM Carla Simone da Silva Alves,104,0,0,0,2,0,113,123,2016,"-22,15147718","-51,45831302","-51.45831302410803, -22.15147718426324",452742,7550335
EM Carlo Ceriani,167,2,36,32,26,40,308,330,2016,"-22,09104298","-51,40282719","-51.40282718863248, -22.09104297945366",458446,7557040
EM Carlos A. A. Campos (Eneida),35,3,1,0,4,1,45,45,2016,"-21,91682868","-51,3019639","-51.30196390452799, -21.91682867862754",468812,7576348
EM Carlos Braga (Ameliópolis),23,7,4,0,1,8,45,47,2016,"-21,80226704","-51,29735029","-51.29735028788697, -21.80226703609472",469264,7589029
EM Carlos Castilho Cabral,176,82,23,3,58,0,342,337,2016,"-22,09901054","-51,39297155","-51.39297155109593, -22.09901054208509",459465,7556161
EM Carmem Pereira Delfim,78,31,27,4,48,46,234,242,2016,"-22,13491679","-51,38146344","-51.38146344184742, -22.13491678924642",460662,7552190
EM Catarina Martins Artero,115,67,18,21,13,29,263,241,2016,"-22,1101911","-51,38068432","-51.38068432225982, -22.11019110237303",460735,7554927
EM Dirce Mascarenhas,118,0,2,1,7,2,139,149,2016,"-22,09996723","-51,43427062","-51.43427062226029, -22.09996722788279",455205,7556044
EM Ditão,227,7,1,1,47,51,334,348,2016,"-22,10844038","-51,43157964","-51.43157963945204, -22.10844038037896",455485,7555107
EM Domingos F. de Medeiros,120,79,28,0,51,0,278,283,2016,"-22,1050689","-51,3892446","-51.38924460397457, -22.10506889832062",459851,7555491
EM Ederle Marangoni Dias,261,2,4,2,22,6,303,331,2016,"-22,10983998","-51,41971103","-51.41971103335685, -22.10983998169054",456710,7554955
EM Edna Carnelós Barbosa,125,2,3,11,12,4,178,198,2016,"-22,13865497","-51,38462796","-51.3846279645877, -22.13865497431422",460336,7551775
EM Edson Lopes,122,0,4,9,8,8,154,163,2016,"-22,14321923","-51,3936022","-51.39360220147683, -22.143219229454",459412,7551268
EM Eluísa R. Rodrigues,178,8,19,1,12,42,260,263,2016,"-22,11928173","-51,3870863","-51.38708629701948, -22.11928173266724",460077,7553919
EM Emilio Becker,128,52,23,2,8,32,245,251,2016,"-22,12770858","-51,377025","-51.37702499766941, -22.12770857779658",461117,7552989
EM Erika Portella Rodrigues,84,0,3,0,6,5,109,127,2016,"-22,13345791","-51,36547984","-51.36547983814849, -22.13345791005808",462310,7552355
EM Ettore Marangoni,155,32,7,0,12,42,248,283,2016,"-22,05108147","-51,34593889","-51.34593888602856, -22.05108146789168",464304,7561478
EM Eunice Menezes Educadora,63,2,7,5,9,10,100,128,2016,"-22,15015315","-51,37874701","-51.37874701301126, -22.15015314648558",460946,7550504
EM Francisca A. Góes Brandão,118,15,57,8,8,25,231,243,2016,"-22,13354296","-51,39984915","-51.39984915164156, -22.13354295954356",458765,7552337
EM Giseli Dalefi,269,101,74,22,28,83,577,599,2016,"-22,12946427","-51,44598922","-51.44598922040981, -22.12946427152818",454006,7552775
EM Ivo Garrido,116,18,5,2,7,43,191,215,2016,"-22,10222191","-51,43296095","-51.43296095109594, -22.10222191202309",455341,7555794
EM João Alfredo da Silva,26,5,6,0,6,6,49,51,2016,"-21,91307618","-51,30104837","-51.30104837432852, -21.913076183987133",468906,7576763
EM João Bohac,116,13,17,2,9,15,172,213,2016,"-22,14261288","-51,38408509","-51.38408509342323, -22.14261287878046",460393,7551337
EM João Franco de Godoy,184,71,30,3,25,79,392,400,2016,"-22,11324649","-51,39544043","-51.39544042835509, -22.1132464852897",459214,7554585
EM João Sebastião Lisboa,193,56,15,3,8,21,296,301,2016,"-22,12213719","-51,39951685","-51.39951685164191, -22.12213719468566",458796,7553599
EM José Carlos João,282,47,0,8,40,29,406,444,2016,"-22,14243888","-51,39100198","-51.39100198417588, -22.14243887858406",459680,7551355
EM José Soares Marcondes,300,108,85,21,45,124,683,697,2016,"-22,11933127","-51,38298954","-51.38298954369755, -22.11933127012247",460500,7553914
EM Jovita Terin,311,20,26,2,14,39,412,416,2016,"-22,08693107","-51,38393579","-51.38393578993529, -22.08693107237039",460393,7557501
EM Juracy Menezes Peralta,167,33,67,6,27,78,378,384,2016,"-22,08627167","-51,39632847","-51.39632847068484, -22.0862716737455",459115,7557570
EM Karina Krasucki,400,2,3,3,10,8,426,485,2016,"-22,15950528","-51,45422221","-51.4542222130108, -22.1595052797793",453167,7549447
EM Krisan Martin,148,1,4,0,9,0,162,161,2016,"-22,12864525","-51,44684507","-51.44684507, -22.12864525",453917,7552866
EM Ludovica L. Rodrigues Pioneira,137,37,44,12,39,49,318,393,2016,"-22,13853535","-51,37437471","-51.37437471, -22.13853535",461394,7551791
EM Maria do Socorro B. Almeida,267,59,7,0,102,8,443,470,2016,"-22,11417447","-51,43143416","-51.43143416, -22.11417447",455502,7554472
EM Maria Edite T. Perrone,62,3,2,0,0,0,67,67,2016,"-22,15396427","-51,38158887","-51.38158887, -22.15396427",460654,7550081
EM Maria Haddad Haidamus,130,0,6,1,14,5,159,191,2016,"-22,11815423","-51,37419753","-51.37419753, -22.11815423",461406,7554047
EM Maria Isabel B. Negrão,249,18,17,2,27,84,397,412,2016,"-22,15900351","-51,45243652","-51.45243652, -22.15900351",453351,7549503
EM Maria Regina Dal Pogetto,89,0,0,0,0,1,96,106,2016,"-22,13362376","-51,42733621","-51.42733621, -22.13362376",455931,7552320
EM Nair Lebrão,150,1,2,1,4,0,158,189,2016,"-22,11241179","-51,4316003","-51.4316003, -22.11241179",455484,7554667
EM Nazarena Zamit,180,1,19,2,10,9,221,276,2016,"-22,13891023","-51,37550388","-51.37550388, -22.13891023",461277,7551749
EM Ocyr Azevedo,80,19,17,23,60,61,260,327,2016,"-22,10965964","-51,41226432","-51.41226432, -22.10965964",457478,7554977
EM Odette Duarte da Costa,229,26,42,5,23,70,402,469,2016,"-22,0768845","-51,36046337","-51.36046337, -22.0768845",462812,7558619
EM Pedro Furquim,176,95,26,24,34,45,400,412,2016,"-22,12320378","-51,37495963","-51.37495963, -22.12320378",461329,7553488
EM Rosana Negrão,230,19,15,8,25,36,333,331,2016,"-22,08331327","-51,43151345","-51.43151345, -22.08331327",455484,7557888
EM Rosy Odethy R. Brandão,211,25,16,3,30,32,317,315,2016,"-22,09506859","-51,40325912","-51.40325912, -22.09506859",458402,7556595
EM Rot. Antônio Zacarias - Rotariano,117,31,67,13,14,32,274,290,2016,"-22,12341692","-51,42356793","-51.423567928459306, -22.123416918139267",456316,7553451
EM Rui Carlos V. Berbet,346,90,54,0,18,110,618,619,2016,"-22,08600556","-51,38078723","-51.38078723, -22.08600556",460718,7557604
EM Sueli R.O.D. Pereira,75,5,23,7,9,9,128,126,2016,"-22,10827422","-51,38896429","-51.38896428798681, -22.10827422004636",459881,7555137
EM Valter Marques,120,27,11,4,8,1,182,179,2016,"-22,10436741","-51,38852207","-51.38852207264139, -22.10436741481833",459925,7555569
EM Vilma Álvares Gonçalves,119,92,38,0,10,20,279,292,2016,"-22,1485129","-51,37363456","-51.37363456, -22.1485129",461473,7550687
EM Vilma G. Martinez (Cedral),179,5,10,4,15,11,224,270,2016,"-22,1193264","-51,42795136","-51.42795136, -22.1193264",455863,7553903
EM Vovó Silvéria,150,2,3,1,9,13,181,182,2016,"-22,08917001","-51,41278468","-51.41278468, -22.08917001",457418,7557245
Casa São José,58,8,8,22,28,33,157,157,2017,"-22,08889558","-51,38861732","-51.38861731636817, -22.08889557618601",459911,7557282
Creche Anita Ferreira B. de Oliveira,116,0,2,0,5,0,128,137,2017,"-22,12931948","-51,39093791","-51.3909379079446, -22.1293194767267",459683,7552807
Creche C. S. Vicente Palotti – Lar dos Meninos,195,1,7,0,2,9,220,231,2017,"-22,09893604","-51,42313062","-51.42313061703766, -22.098936040183247",456354,7556161
Creche Clotilde Veiga de Barros,177,1,2,0,17,0,205,199,2017,"-22,10980342","-51,39429739","-51.3942973891786, -22.1098034221683",459331,7554966
Creche Meimei,87,0,0,0,3,0,95,122,2017,"-22,12970947","-51,41285799","-51.4128579891779, -22.129709471891232",457423,7552758
Creche UNESP,21,0,0,0,0,0,22,30,2017,"-22,11886076","-51,4092135","-51.409213504521, -22.1188607558322",457795,7553959
Creche Walter Figueiredo,186,0,0,3,6,0,206,164,2017,"-22,10895326","-51,38626791","-51.3862679124659, -22.1089532609603",460159,7555062
EE Anna Antônio,230,86,73,4,73,37,503,507,2017,"-22,0910867","-51,38581814","-51.3858181413021, -22.0910867030776",460200,7557040
EE Antônio Fioravante de Menezes,224,77,18,3,45,13,380,358,2017,"-22,12970947","-51,3827848","-51.3827848045204, -22.1297094718912",460524,7552766
EE Arlindo Fantini,100,76,67,73,86,41,443,537,2017,"-22,10912648","-51,41076015","-51.41076014685, -22.1091264813455",457633,7555037
EE Celestina M. Teixeira,76,44,67,1,13,5,206,258,2017,"-21,95928647","-51,30795348","-51.30795347820825, -21.95928646996887",468203,7571647
EE Clotilde Veiga de Barros,212,113,31,17,77,17,467,472,2017,"-22,14705769","-51,38574058","-51.3857405756843, -22.1470576858688",460224,7550845
EE Fátima Ap. Costa Falcon,60,39,4,67,43,19,232,293,2017,"-22,11761457","-51,43414793","-51.43414793335647, -22.11761457194364",455223,7554090
EE Fernando Costa,555,309,60,10,89,46,1069,1138,2017,"-22,12019229","-51,3873924","-51.3873923952734, -22.1201922926299",460046,7553818
EE Florivaldo Leal,173,124,33,7,12,26,375,403,2017,"-22,12919703","-51,39326659","-51.3932665939704, -22.1291970251408",459443,7552820
EE Francisco Pessoa,343,53,9,9,81,13,508,492,2017,"-22,15301289","-51,45192393","-51.4519239278068, -22.1530128905198",453401,7550167
EE Hugo Miele,356,163,81,6,83,18,707,701,2017,"-22,11208739","-51,39147965","-51.39147965164236, -22.11208738847396",459622,7554714
EE João Alfredo da Silva,30,15,12,1,1,9,68,78,2017,"-21,91375764","-51,30116726","-51.30116725719787, -21.91375763913237",468894,7576688
EE Joel Antônio de Lima Genésio,271,30,1,17,36,9,364,363,2017,"-22,11444383","-51,42615186","-51.42615185849335, -22.11444383299049",456047,7554444
EE José Foz,209,63,52,4,37,5,370,593,2017,"-22,12208117","-51,37673732","-51.37673732041002, -22.12208117264124",461146,7553612
EE Maria Luiza Bastos,308,29,0,0,12,0,349,369,2017,"-22,13214161","-51,40524606","-51.40524605903943, -22.13214160526277",458208,7552491
EE Maria Luiza Formozinho Ribeiro,351,170,204,0,20,27,772,782,2017,"-22,12205514","-51,39966794","-51.39966793575265, -22.12205514355007",458781,7553609
EE Marieta Ferraz de Assunção,141,60,15,36,59,23,334,467,2017,"-22,13826568","-51,38899915","-51.38899915479362, -22.13826568169748",459886,7551817
EE Marrey Junior,110,56,12,4,40,32,254,256,2017,"-22,10681416","-51,39622964","-51.39622963760267, -22.10681415866147",459131,7555296
EE Miguel Omar Bareto,441,73,9,18,21,0,562,566,2017,"-22,13297741","-51,437803","-51.43780300136813, -22.13297740614673",454851,7552389
EE Mirella P. Desidere,431,263,59,16,30,34,833,889,2017,"-22,1103463","-51,4287836","-51.42878359712329, -22.11034630426748",455774,7554896
EE Monsenhor Sarrion,482,184,78,38,86,13,881,963,2017,"-22,13369718","-51,39093009","-51.39093008972468, -22.13369717779597",459685,7552322
EE Oracy Matricardi (Ana Jacinta),218,29,7,16,38,4,312,306,2017,"-22,15246176","-51,45058365","-51.45058365109404, -22.15246176333975",453539,7550228
EE Pastor João Carlos Padilha,188,41,6,4,66,3,308,353,2017,"-22,14380378","-51,37511205","-51.37511204565873, -22.14380378004891",461319,7551208
EE Pedro Tofano –Montalvão,102,42,17,0,10,17,188,368,2017,"-22,0511197","-51,34701711","-51.34701710876899, -22.0511197037584",464193,7561474
EE Placídio Braga Nogueira,138,45,28,7,8,9,235,276,2017,"-22,13864919","-51,37491486","-51.37491485903934, -22.13864918512999",461338,7551778
EE Tannel Abud,240,124,151,1,23,63,602,630,2017,"-22,11460143","-51,37609601","-51.37609600506788, -22.11460142859055",461210,7554440
EE Teófilo G. Santa Cruz (H.Salv),156,37,42,7,18,35,295,403,2017,"-22,0839433","-51,39647036","-51.3964703627401, -22.08394330419608",459099,7557828
EM Alayde T. F. Motta,125,38,14,1,15,69,262,283,2017,"-22,14473417","-51,38256092","-51.38256091616356, -22.14473416973062",460551,7551103
EM Alberto Bernardes Sotelo,77,10,29,1,21,7,145,93,2017,"-22,13978827","-51,35372317","-51.35372316886564, -22.13978827470154",463524,7551657
EM Antonio Moreira Lima,283,22,9,11,75,2,402,395,2017,"-22,16016961","-51,45548561","-51.45548561137047, -22.16016960807991",453037,7549373
EM Aparecida Alves,63,7,5,9,37,0,121,218,2017,"-22,14361969","-51,39497096","-51.39497095849231, -22.14361969237946",459271,7551223
EM Aziz Felipe,219,13,36,1,1,9,280,366,2017,"-22,13422737","-51,3772764","-51.3772763958197, -22.13422737453585",461093,7552267
EM Benedita de Pádua Martins (Vó Dita),87,0,1,0,3,0,93,114,2017,"-22,09211286","-51,41869032","-51.41869032226062, -22.09211286296959",456810,7556918
EM Carla Simone da Silva Alves,78,0,0,0,3,0,86,110,2017,"-22,15147718","-51,45831302","-51.45831302410803, -22.15147718426324",452742,7550335
EM Carlo Ceriani,225,23,25,0,14,24,311,354,2017,"-22,09104298","-51,40282719","-51.40282718863248, -22.09104297945366",458446,7557040
EM Carlos A. A. Campos (Eneida),46,10,10,0,5,6,79,92,2017,"-21,91682868","-51,3019639","-51.30196390452799, -21.91682867862754",468812,7576348
